key,author,date,stars,title,helpful_yes,helpful_no,text
18_breyers,Cristi18,2018-06-11,4,Delicious Ice Cream,0,0,"This was actually the second flavor of Breyers Gelato I have tried and I really liked it. I love the texture of the ice cream and the amount of caramel was perfect. I would love more chocolate pieces mixed in, but otherwise it's perfect.
Thank you to Influenster for the free coupon."
18_breyers,trace367,2019-05-09,5,Smooth and creamy.,0,0,This is the most delicious ice cream Ive ever had the pleasure to taste.. Ive tried every kind of ice cream I could get my hands on for the better part of 40 years.. None have come close to the wonderful taste of Briers Gelato. No Im not getting paid for this!!! Im just a consumer!!!!
18_breyers,Lmat2001,2017-07-28,2,Not impressed,0,1,I was very underwhelmed with this product. I love Breyers ice cream so I was excited to try the gelato. I don't know if my expectations were too high but I was just not impressed. The flavor was just ok. Nothing stood out to me. I would not spend the money on this product again.
18_breyers,Terrajo13,2018-05-26,5,Omg,0,0,"I can’t believe how good this stuff is! It literally melts away in your mouth! It’s a softer ice cream, it doesn’t harden up like others and it’s easy to scoop out. The caramel isn’t rock hard either!!! It’s creamy!! I’m obsessed! This is definitely one of my favorites."
18_breyers,Beyond good,2018-11-06,5,Unbelievable,0,0,"I am not a big fan of carton ice cream or Bryers, but I gave this a try because it looked so good and it was amazing! Too amazing, I ate the whole thing in a day and a half!! Now, I can't wait to go get more!!! Definitely recommend this particular brand and flavor"
18_breyers,Nomig123,2018-08-24,1,Waste of calories,0,4,"This frozen coolwhip, Candle wax, corn syrup excuse of a ""gelato"" has imparted a newly found depth of disappointment for my wife and I. Calories aren't free and neither was this experience. Therapy will not help out cause I fear we are permanently scared for life."
18_breyers,Kaykay,2018-06-06,5,This is ice cream,0,0,I love I love please never discontinue I used to love other brands but once I tasted this I never turned back I love how I can keep the thing that it comes in for other things even can bring it to work I thank you to who ever came up with this freshness goodness
18_breyers,Tripleg,2018-03-08,5,So delicious!!!,0,0,I saw this in the ice cream section at Publix and was drawn in by the packaging. It has a smooth light taste that not too powerful but hits all the right spots for my “sweet tooth.” I’ll be a repeat buyer for sure and will introduce guests to my amazing find!
18_breyers,Miche789530610,2017-07-29,4,Exceeded My Expectations!,0,1,"I really enjoyed this product. I thought it was going to be just another ice cream sundae product from the grocery freezer section, but I was wrong. The gelato is very creamy and flavorful! My whole family enjoyed it and I would recommend this to friends!"
18_breyers,Knathan123,2018-03-30,5,Amazing,0,0,I love this flavor. I love caramel and vanilla so they’re both perfect together. It’s smooth and creamy to the very last drop! I can finish these in one sitting but need to be healthier! Yeah talk about indulgences a perfect name for a perfect gelato!
18_breyers,jdugan27,2018-07-15,5,Perfection,0,0,This is salted caramel perfection. They got the salted part just right. so many other companies with salted caramel products put so little of the salt flavoring its barely detectable if at all. Every bite of this is heaven. I hope it never goes away.
18_breyers,ivfmommy,2017-07-16,1,Fake tasting and too sweet,1,5,This product did not live up to a gelato expectation. Very sweet and chemical tasting. Not the creamy fresh flavor I expect from gelato. Will not buy again.
18_breyers,Potogold2002,2017-07-15,5,Soooo Creamy,0,0,"What a creamy and flavorful gelato. If you haven't tried Breyers' gelatos, you are missing a sinful, delicious, creamy desert. Trust me, when that creamy gelato melts in your mouth, you will love yourself for trying it. Enjoy..."
18_breyers,Lanelines,2018-02-26,5,Superbly Delicious!,0,1,Breyers Vanilla Caramel Gelato is out of this world. This smooth and creamy texture is not to be missed. Perfectly sweet and irresistable you'll want to hide it from the rest of your family so you can enjoy by yourself!
18_breyers,clc1231,2020-06-01,5,Amazing!!!,0,0,"I don't like plain vanilla, but I LOVE caramel and I love the two together. This is smooth and creamy-no ice crystals. I'm up at just after 4:30am cramming for an exam, and this is what I'm eating right now."
18_breyers,Kmcook80,2018-02-26,4,Delighted to get to try this gelato,0,1,"I think breyer's gelato was amazing, it was smooth and creamy, the flavor wasn't too over powerful. I look forward to trying the other flavors
Will be buying this more often than regular ice cream"
18_breyers,lisamarie552,2018-02-26,5,best gelato ive ever had,0,0,breyers vanilla carmel gelato is simply amazing. It is by far the best gelato I've ever had. It is rich and smooth and simply delicious. my whole family loved it! I cant wait to go get some more!
18_breyers,krsmom,2019-04-18,5,The best flavor,0,0,"Love your Gelato products but this on beats all other flavors. The gelato is excellent and what makes it so great is the real caramel swirled throughout it, The amount of caramel is fantastic."
18_breyers,mistie75,2018-06-10,5,Oh My Yummmmm!!!,0,0,"I went and got my Free Breyers Gelato today, and Ohhh myyyyy Yummmm!! I got the Vanilla Caramel, mmm mmm Creamy, Caramely, Deliciousness!!! I highly Recomend this Decadent Dessert!!!"
18_breyers,mikkangela,2019-08-05,5,THE BEST EVER!,0,0,Please never ever discontinue this gelato or this flavor. It is the absolute best. Creamy carmely. I love it. Thank you! (I never write product reviews but I love this so much.)
18_breyers,Tasha,2018-02-26,3,Tasty but shavings were yucky....,0,1,I have had numerous types of brands when it comes to gelato....this is so so...the shavings in top were waxy and tasteless...could have used more Carmel instead and maybe nuts?
18_breyers,NewFan,2018-10-21,5,BEST ICE CREAM EVER!!,0,0,I have never been a fan of Breyers ice cream BUT THIS IS THE BEST ICE CREAM I'VE EVER HAD out of the freezer!!! I pray they never stop making it!! Best bed time desert EVER!!
18_breyers,wendyjay,2018-02-26,5,Absolutely Yummy!,0,1,I loved the Vanilla Caramel Gelato. It was so smooth and lovely! I loved that it was a true treat without having too many chunks and gobs of anything. I really loved it.
18_breyers,Diajak1122,2018-06-06,5,Amazing!,0,0,OMG! This stuff is like heaven! Its dangerously amazing and addicting and you will want to hide it from everyone in the family and keep it for yourself!
18_breyers,strugglingMillennial92,2019-07-28,5,YUM!,0,0,"In my ""Stress-eating"" period, I've found that this is my go-to!!!! The perfect combination of vanilla and caramel is an ultimate favorite of mine."
18_breyers,RaiRai,2018-02-26,3,It okay,0,1,I don't think the Carmel should be there because they not very good but I would just do the Carmel and vanilla ice cream and also add more Carmel
18_breyers,Amanda3213,2018-06-12,5,Delicious,0,0,This is the first gelato I have had from the grocery store! It was so delicious! I love the extra creamy texture and I am sucker for caramel!
18_breyers,Loridk,2017-07-28,5,Gelato vanilla Carmel by Breyer,0,0,"Great tasting, very smooth flavor I truly enjoyed it. A little pricey but you get what you pay for. I will purchase again when on sale."
18_breyers,Mely4010,2018-06-08,5,Amazing,0,0,"Im in love with breyers ice cream brand, this is the best, delicious caramel not so sweet, creamy, soft, great combinations of favors."
18_breyers,Terry Q,2017-09-04,5,Oh What a Treat,0,0,"It was on sale at my grocery store. Looks tasty, that is an understatement! So creamy and so delicious. Will try other flavors!"
18_breyers,jdrsjrs,2017-07-28,5,Awesome and delicious,0,0,I love this and I have recommended it to everyone. Ithasanawesome taste and is creamy and good. The caramel is awesome.
18_breyers,Kesha,2020-08-15,3,Safety seal?,0,0,Great taste but scared someone might tamper with it. Is it normal that they all do not have some type of safety seal?
18_breyers,Will1993,2017-12-20,5,Very addicting,0,0,"Before lunch or dinner, I just cannot resist to eat a spoonful or two. For dessert, this is definently the way to go."
18_breyers,motheroflegends,2018-06-02,5,Review,0,0,I love gelato so the fact that breyers makes gelato is awesome. It has so great flavor and texture. Will get again.
18_breyers,Celesteangelica,2018-06-17,5,Wonderfully yummy!,0,0,This is definitely my favorite flavor of gelato ever. Thank you to Influenster for my complimentary coupon!!
18_breyers,judydon,2017-08-18,5,want to share with all my friends.,0,0,Tried gelato for first time. Wanted to buy it for all my friends. I'll never buy ice cream again.
18_breyers,DAY83,2018-03-21,4,Oh my gosh good.,0,0,Its a really good flavor. It was my first time trying the brand. And very delicious.
18_breyers,Jessebeautymakeup,2018-06-17,4,Yummy,0,0,If you love caramel you will love this. Its an amazing mixture of flavor.
18_breyers,samnthajanl,2018-04-04,5,Wow,0,0,Best ice cream ever. I’m not an ice cream lover but this one is just wow
18_breyers,karenmn,2020-08-10,5,Delicious and ceamy!,0,0,Delicious and creamy! I wish more stores carried this product!!
18_breyers,Jess53,2018-03-08,5,Delicious,0,0,"It's delicious, smooth, you just can't get enough of it."
18_breyers,Rock,2017-11-13,5,Incomparable flavor,0,0,Awesome. Looking forward to trying other flavors.
18_breyers,WendelV,2017-08-05,4,Two Yums Up!!,0,0,"It took me awhile to buy in to the whole gelato craze. When I did try it from time to time, I frankly couldn't really tell the difference between gelato and regular ice cream, and I had heard that ice cream is creamier, which personally I prefer. So I didn't really understand what the big deal was, especially since a lot of gelato brands seemed quite pricey compared to ice cream.
I can honestly say, that the Breyers Vanilla Caramel Gelato has made me reconsider. It is, in a word, delicious. The texture is so creamy, it melts like cream in your mouth. The flavors really come through. The vanilla is genuine - no chemical aftertaste or bitterness. I love anything toffee or caramel flavored. The caramel was buttery and velvety smooth. Combined with the gelato, it was very satisfying. It can be hard not to eat ice cream fast, but I found myself really taking my time and enjoying each bite. And it's not made with a lot of junk and unpronounceable ingredients. If I could make any recommendations, it would be to make the quantity bigger - we went through the container in no time. In addition, I was looking for caramel swirl in every bite, and while there was plenty of caramel, that didn't happen. And the toppings that are added - the chocolate caramels - seemed like they were added as an afterthought. Please either add more or mix them in. I would definitely purchase Breyers gelato again. In fact, we went back a week later to try another flavor. It was also creamy and delicious. It is a bit pricey, but if it's on sale or I have a coupon, I would go for it for sure."
19_breyers,23skiddoo,2017-12-11,1,"Agree w/Others, Where's the Mint?",1,0,"Based on the picture and description, I was expecting two colors of ice cream. Mine it ALL chocolate and absolutely no mint. I even dug down to the bottom to see if by chance it didn't get swirled and the mint was stuck at the bottom. No luck. It looked nothing like the picture. I feel better after seeing I'm not imagining things when I saw others have had the same problem. Not sure what happened, but there appears to be a serious problem with this particular flavor. I will send something to the customer service email listed in the other reviews. The chocolate ice cream is really good, but I wanted chocolate and mint."
19_breyers,dj167,2017-11-21,1,No Mint Whatsoever!,2,0,"I purchased this flavor wanting chocolate Mint Ice Cream, there was NO mint in this ice cream whatsoever! Looking at the ingredient list on the side, I noticed it doesn't even list mint. It was chocolate ice cream with chocolate chips only! What's up with that Breyers?"
19_breyers,coskun,2017-11-20,1,Where's the mint?,3,1,"I love Breyer's and the Mint Choc Chip is one of my favorites. The minty flavor cleanses the palate with the chocolate chips giving just enough to balance it without affecting the flavor.
I saw the new Chocolate Mint Ice Cream flavor on the shelf and decided to try it.
It's horrid. There's hardly a hint of mint, but the chocolate is as strong and present as regular chocolate icecream. And I see so many choc varieties that6 it6 seems sometimes that chocolate is all there is.
So thanks, but No Thanks. I'll stick with the Mint Chocolate Chip because if it has something that this new flavor doesn't have, it's a mint flavor."
19_breyers,dlawson,2019-11-25,1,Does NOT taste like Peppermint,1,0,"This ice cream taste like regular chocolate ice cream. There is BARELY any peppermint flavor. You can NOT taste it unless you only eat the white mint part of the ice cream, which there is very little of. If you ask me replace the chucks of chocolate with crushed up peppermint and intensify the peppermint flavor/add more of the white mint part to balance out the chocolate. I was looking forward to trying this product but I am absolutely UNIMPRESSED!!! Personally I love chocolate but the flavor was way too strong to be considered “peppermint hot chocolate” I know you can do better Breyers. "
19_breyers,LJHoward,2018-11-07,5,OMGoodness!!!!,2,0,"I have been a Breyers ice cream fan since I was a little girl, 30+ years. My favorite has always been Mint Chocolate Chip. However, that changed last week. I took a leap of faith when I saw the Chocolate Mint and gave it a try. I was not disappointed! This ice cream has the best of both worlds. The mint is more subtle because of the rich dark chocolate. I now have a new favorite!"
19_breyers,greenlawnlinda,2018-04-01,5,"Love IT , but Can't Find it anymore??",2,0,"Haven't had any problems like the other reviewers, I feel sorry for them as it has become our only ice cream BUT Hubby and I can not find it anymore.have been buying it out everywhere it's still on the shelf the last few months, but no one seems to have it in stock...Now I'm sad and down to just one carton in the freezer... Dear Breyers where are you selling it??"
19_breyers,A huge fan,2017-07-28,5,Delicious - best of both worlds,2,0,"This is my new favorite Breyer's flavor. It is 2 delicious ice creams combined to create a blend any one who likes chocolate and mint together will enjoy. Is it as minty as their mint chocolate chip? No, because it's half dark
Chocolate as well. so don't expect the overwhelming mint from the regular mint chocolate chip ice cream."
19_breyers,Joanl,2019-04-07,5,Finally a replacement for an old favorite,1,0,"I was a huge fan of Hagendaze Chocolate Chocolate Mint. I was very disappointed when it was discontinued years ago and had not found a replacement until now! I find this has the right amount of mint, chips and chocolate. Thank you!"
19_breyers,Ice Cream Fanatic,2017-11-25,5,Love this flavor!,1,0,"This is one of Breyers' best! Yes, the mint flavor is more subdued than their regular chocolate mint, and I like that one too, but I'm also a chocoholic and I love this twist on the chocolate and mint flavors!"
19_breyers,Ambehal,2020-06-25,5,Best Icecream,0,0,"This ice cream is my favorite ice cream flavor of all time. I don’t really enjoy mint chocolate chip, as the mint gets overwhelming, but this flavor adds hints off it that pair perfectly with the rich chocolate. The chocolate chunks are also a nice touch for some texture change. 10/10 recommend, though I haven’t seen it in stores in months which makes me really disappointed."
19_breyers,JR04,2017-12-25,2,"So much potential, disappointing execution",0,0,"In theory, this should be a great ice cream flavor. In practice: Where's the mint? This tastes like plain regular chocolate ice cream.
I thought it was just me, or perhaps I'd gotten a fluke carton without the mint, but numerous other complaints along these lines confirm that this has mint in name only, and not in practice."
19_breyers,Roger,2019-07-24,5,My new favorite! But now I can’t find it.,0,0,Chocolate chip mint has been my favorite all my life but after I tried Chocolate Mint that has changed but now I can't find it anywhere. I see some reviews saying there was no mint but I can say mine was definitely minty. Hopefully it is still being made and I’ll find some soon or I’ll see if I can order some from somewhere.
19_breyers,AZBobcat,2019-04-03,5,THE BEST!,0,0,"This is my favorite ice cream flavor that I've EVER found. I know this sound superfluous, but it's true! Two of the stores near me have quit carrying this flavor. Is this a sign of the end of the world?!?! Please, please, please do not stop making this flavor until I am dead. Thank you!!!"
19_breyers,Robert99,2019-03-15,2,Missed the mark.,0,0,"It was okay but not what I wanted. This product is chocolate ice cream swirled with mint ice cream giving alternate tastes as I eat it. What I want is a simultaneous intense chocolate and mint flavor which I received at a gelato shop in Florence, Italy. Big dark chocolate and a rich mint."
19_breyers,Mais64,2020-03-20,5,"My New Favorite, But Where Did It Go?",0,0,"This is one of the best flavors I've ever had, and was pretty much a staple in my freezer all last summer. I think (?) it got re-packaged for Christmas and then after the holidays I couldn't find it anymore. I hope it makes a come back soon!"
19_breyers,Keyna,2020-01-03,5,Tastes just like peppermint hot chocolate,0,0,I am loving this Ice cream. It is one of my favorite flavors. Just the right amount of peppermint without it being too minty. The combined flavors is just heaven. It doesnt hurt that is tastes just like a peppermint hot chocolate.
19_breyers,lovechocomint,2018-12-05,5,Phenomenal Flavor,0,0,My family and I have been eating Breyers Ice Cream for years and this is BY FAR the best flavor we have ever had. When we buy it we eat the whole half gallon in one sitting. This should come in gallons. LOVE IT!!!
19_breyers,Tristis,2017-08-01,5,A New Favorite!,0,0,"This reminds me of other favorite Ice Cream - Edy's Slow Churned French Silk. It tastes almost identical, except with a hint of mint added. It's not an overwhelming mint...just enough. I LOVE THIS ICE CREAM!"
19_breyers,dragonheifer,2018-05-03,5,Delicious! No more mixing this combination!,0,0,"Absolutely Wonderful! I've been creating this combination for years using Chocolate Ice Cream, Mint Chocolate Chip and Dark Chocolate Syrup! So nice to just be able to scoop it out of one container!"
19_breyers,MuthaaSHIP,2020-06-24,5,My Go To and All Time Favorite,0,0,"This is my absolute favorite flavor of ice cream. I'm not a huge chocolate fan but absolutely LOVE Breyers Chocolate Mint Chip. Unfortunately, I haven't been able to find it in quite a while."
19_breyers,Nickkiole,2017-09-27,5,Favorite ice cream yet!,0,0,This Ice cream has been beyond the best ice cream I've ever had. Perfect in every aspect. I am always deciding to see if I want mint or chocolate why not both! Beyond amazed!!
19_breyers,Karen,2017-12-06,5,perfect blend,0,0,"This new flavor combo is the perfect blend of sweets. The chips add texture while still giving this chocolate lover the best of all worlds.Thanks, Bryers!"
19_breyers,ixlr8,2019-04-23,4,Love this new flavor,0,0,"I love this new flavor, it has become my go to favorite. I only gave it 4 stars due to the fact the amount of mint flavor varies from batch to batch."
19_breyers,mzenobia,2018-04-20,3,Not enough mint,0,0,"Enjoyed the idea of the ice cream, more than the ice cream itself. It would be top notch, IF, there was more mint ice cream."
19_breyers,footdoc352,2017-10-02,4,Where's the Mint?,0,0,"Our Chocolate MINT Ice Cream had a deep, rich chocolate flavor but absolutely no hint of MINT taste? Is that normal?"
19_breyers,Jlewan,2018-03-28,5,Soooo good!,0,0,I saw the other reviews that asks where is the mint but I did not have that problem.. mine was really good
19_breyers,Homeskillet00,2018-06-09,5,My favorite icecream ever,0,0,Yo this stuff gives you all the good in chocolate icecream with the added cooling factor of mint.
19_breyers,acekid,2018-02-01,5,Love this flavor,0,0,"Chocolate and Mint Chocolate Chip are my two favorite flavors, so this was a brilliant idea!"
19_breyers,Gbeaux,2017-09-06,5,New fav!,0,0,Best flavor at Bryers!! This ice cream has a great chocolate taste with a hint of mint.
19_breyers,Jstylist,2018-02-04,5,Yummy,0,0,I love the white mint chocolate by itself but now with chocolate it's even better!
19_breyers,Debs,2020-08-17,5,Mint chocolate chip,0,0,Absolutely hands down the best ice cream.ever. the only kind I will buy.
19_breyers,Rachel,2017-08-26,5,Perfect balance!,0,0,It's just delicious. I wish I never tried as I can't stop eating it! :P
19_breyers,Papa,2017-08-09,5,ChocoMint,0,0,Great new flavor. Better than my previous favorite mint chocolate chip
19_breyers,STACEY,2019-06-12,5,Amazing! Can't find it anymore. :-(,0,0,I love Mint Chocolate Ice Cream. This one is the best hands down.
19_breyers,Riversurfer,2019-02-18,5,My Favorite Breyers Flavor,0,0,"My favorite flavor, unfortunately cannot it in any stores now."
19_breyers,Pumpkin,2017-12-10,5,Best of both worlds,0,0,I love this Ice cream natural flavor an true to flavor
19_breyers,Lisa64,2018-02-08,1,Tastes horrible,0,0,"No defined chocolate or mint flavor, horrible taste"
19_breyers,Marge,2017-08-07,2,No mint flavor at all,0,0,No mint flavor in the new chocolate mint ice cream
20_breyers,Disappointed 25000,2018-02-18,1,This is not peach Ice Cream.,18,3,"I am SO disappointed. I went to this website to find out who sold Breyers Peach Ice cream in my area. I was referred to Walmart. I found the Breyers products...and to my chagrin, the""peach"" carton says ""frozen dairy desert,"" but not ICE CREAM! This means that the product does not meet the legal standards required for something to be sold as Ice Cream, and it also means that Breyers has lost another customer. I long for the days when Breyers was made in Philadelphia, and everything was top notch. The Vanilla had REAL Vanilla beans in it. I concur with the other reviews. This does not even BEGIN to be Peach Ice Cream if it can't even BE Ice Cream!!!!!"
20_breyers,Ramona,2019-09-23,1,frozen dairy desert oe ice milk who knows,5,0,Called and they said we no longer have Peach Ice Cream and was unable to tell me what other products where no longer ICECREAM as they had to many ( its the ICECREAm line and even looking on the website it looks to be very few that are ICECREAm though they included the peach in the non gmo and classic but its still not ICECREAM. Lost a buyer - going back to the only other company I do buy. and by the way this peach stuff is SO SWEET ..leaves a weird taste and not that much peach flavor or chunks or peach witch all that made me stop go read the carton and go what the heck?
20_breyers,LuluMums,2019-10-01,5,"Love, Love, Love Breyers Peach Ice Cream",10,3,"Breyers Peach Ice Cream is the best, no one makes it better than Breyers, no one. Asking others if they've ever had Breyers Peach Ice Cream is one of my favorite conversation starters, and to this day, everyone has the same reaction, their face lights up, and with eyes wide open, they say, ""Oh-My-Gosh!, I Love Breyers Peach Ice Cream!"" Conversation continues with them saying such things as, ""Do you have some?"", ""Breyers Peach is the only ice cream I'll eat"", ""There's nothing better then Breyers Peach Ice Cream"", ""Breyers Peach Ice Cream is heaven on earth"". And yes, it is heavenly!"
20_breyers,Anonymous,2018-02-18,1,Not the same Breyers Peach Ice Cream,33,2,"What happened to the Peach Breyers Ice Cream???? It used to be so much thick, now it's like eating whip cream with peaches in it. The sweetened taste is sweetener, you could taste it. Disheartening, this ice cream isn't the same, it's not sold as half a gallon anymore, only as 1.5 Quarts. They lost a customer."
20_breyers,Cedric,2020-09-13,1,Absolutely disgusting.,1,0,I grew up in a small town near a peach and other produce packing house. I can assure you that this isn't real peach ice cream. I'm from Peach County Ga. You couldn't sell a drop of this trash anywhere near there. They dont even attempt to sell it in stores there. I moved out to Seattle and this is the garbage that people call peach ice cream. If you would really like real peach ice cream find a peach packing house. The chunks of orange stuff in it taste nothing like any peach I've ever tasted and I've eaten thousands. It is the worst ice cream I have ever had. I better not try anything new they make. Stick with the basics.
20_breyers,Jn45,2017-07-22,2,Peach?,16,1,"I know it was peach because it said so on the carton, but you couldn't tell it by the taste. I can remember when you could think you were in the orchard"
20_breyers,Patches478,2018-08-20,1,Worst peach ice cream ever.,4,0,"I want to start off by saying I’m a die hard peach fan. I live in the peach state and know peach ice cream, and I hate to say it but this is the worst peach ice cream I have ever tried. Living in Georgia and being raised around peach orchards I have experienced great tasting peaches. The peaches y’all use in your ice cream need to be given more time to ripen the more they ripen the sweeter the ice cream will turn out. Surprisingly the better the peach flavor will be."
20_breyers,Armando,2019-04-25,1,Foamy.,8,0,This product is horrendous. Breyers peach ice cream used to be amazing...now it has the consistency of shaving cream. it is garbage.
20_breyers,DEP25,2018-08-28,1,What peaches?,6,0,"Where are all the ""mouth watering"" peaches? This is little more than peach flavored vanila ice cream. Sorry. Make that frozen dairy dessert. Who came up with that? The same people that dreamed up a ""pasteurized cheese (flavored) product? Loved it when Bryers made ice cream."
20_breyers,LoBaby,2019-04-18,2,Surprisingly disappointed,2,0,"I was excited to enjoy Breyers Peach Ice cream. When I tasted it I was surprised it did not have that authentic Breyers taste. Yes it was smooth but in had a foamy consistency, unlike the original vanilla which has a pure creaminess. The peach taste like the less expensive ice creams. The peaches were plentiful and fresh. Nice. Why did you have to ruin it with corn syrup and less than 2% or less of Vegetable Gums, Guar, Mono and Diglycerides. Granted, things cost more however those ingredients cost as well. Save your money and stick to ALL NATURAL INGREDIENTS PLEASE. I have enjoyed Breyers since a child and remember THE GOOD BREYERS. The way to compete and win is to remain Authentic When we know better, we do better. Do Better Breyers like the Good ole Authentic days. Thank you for this forum.."
20_breyers,JR04,2017-12-25,4,Finding Peach Breyers in Southeast Florida,2,2,"Your store locator feature is geared exclusively towards the large Anglo supermarket, department store and pharmacy chains. Entering a southeast Florida zip code leads one to believe that Breyers Peach is not available within a 50 mile radius of Miami when, in fact, it is readily available in the local large Hispanic Sedano's and Presidente supermarket chains.
As to the peach ice cream itself, I don't think it declined as badly as some reviewers say when it went from ice cream to dairy dessert. It's still the best peach ""ice cream"" available in my book."
20_breyers,Breyersisawful,2018-10-15,1,Tastes like peaches in cool whip,4,0,Absolutely aweful doesnt even melt like ice cream almost foamy texture gross
20_breyers,Maggie,2018-07-11,1,goodbye to real ice cream,3,0,"I was disappointed at the taste of the Breyer peach ""ice cream"" so checked the carton to learn it is a ""frozen dairy dessert."" OH NO! The taste was abysmal & the texture gummy. Goodbye to one of my favorite peach ice cream...."
20_breyers,Former breyers fan,2020-03-03,1,Weird texture and lingering taste,2,0,I have always been a huge fan of Breyer’s Ice cream my spouse buys a different brand. I was in the store and picked up vanilla and my all time favorite peach. What have you done to the ice cream? It is awful. It does not taste the same. It is not nearly as creamy or delicious. It taste like an off brand copycat. I might as well buy a store brand. You have lost a customer. Vanilla is just as awful.
20_breyers,Armando,2019-01-13,1,This is not ice cream.,3,0,"Breyer's peach USED to be natural and had a homemade consistency. This used to be a great natural ice cream, now it's foamy, and gummy. A shame."
20_breyers,Reet,2020-05-26,1,Not ice cream anymore!,2,0,What happened to peach and cherry vanilla ice cream? It is now something called frozen diary dessert. The taste is not good. Where can I get real Breyer's peach and cherry vanilla ice cream? They now taste awful! It wasn't broke! It didn't need fixin!
20_breyers,Danny D,2018-07-24,1,Awful!,2,0,"First couple bites has slight peach taste, after that, none. The texture is gummy with a sugar substitute aftertaste; really awful. I would not recommend this stuff to anyone!"
20_breyers,Ex Breyers Peach Lover,2019-05-14,1,Why Did You Tamper With Perfection?,2,0,"I used to LOVE Breyers peach ice cream. What happened?! Now, it tastes horrible! What did you do? Switch it back PLEASE!!!!!"
20_breyers,Anonymous,2020-02-10,1,It sucks!!!,2,0,"Bring on the real stuff—-peach ICE CREAM, not the dessert fake.
Lost me as a customer."
20_breyers,Betsy,2020-08-02,1,Awful!,0,0,"I bought some Breyers Peach Ice Cream and it was nasty! 1 stripe of no taste vanilla flanked by 2 stripes of no taste orange and interspersed with chunks of 'what the heck is this?' It was like eating warm Cool Whip. I had about a cup of it and threw it out to the raccoons who gave me the stink eye and wouldn't eat it. They eat other ice creams, but this, they wouldn't eat at all. Neither would the opossums! Usually Breyers is very good, but this peach crud is very disappointing. If I could give it a minus 5 stars, I would. And, why in the heck is all of my personal information necessary to send this? Just as crappy as the ice cream! Really? One of the selections of where I buy is a beauty retailer? Really? And, what influences my purchases? Why do you need that????? Yeah, I have ice cream for breakfast! Who makes up these questions????"
20_breyers,CeeGee1984,2019-01-10,4,"Only a 3, but a 5 when I add cream",0,0,"It's not ice CREAM any more, probably because Breyer's feels pressure to lower the fat content. Big mistake, in my opinion. And it seems like they have amped up the sweetness too (not the peach sugar though). But I buy cream and pour it over the peach ice cream (like choc sauce on a sundae) and it gets back to being like the old stuff.
Alternatively ... lots of thawed, low-sweetened frozen peaches over Breyer Vanilla!"
20_breyers,Danny G,2020-07-21,5,Move over Bluebell,0,0,When i was a child Breyers was considered the best ice cream you could buy. I can recall that the parents would have that and us kids would have the cheaper version. As an adult I had become a huge bluebell fan banana split to be exact. Then there was the bluebell scare of 2015 and it was gone from the shelves. Well as disappointing as that was it put me in a position to revisit Breyers and I was pleased to find that it was better than i recalled and when the other ice cream company decided to take food safety into consideration it was too late I was back in the fold today my favorite is peach unfortunately it has been removed from the shelves at my local publix. I looked on here to see where I may find my favorite ice cream and it says Walmart. I have checked there as well and they had peach cobbler which is good also but not quite what I am into. Hopefully I am able to find it around at one of the other grocers in my area.
20_breyers,pammy4462,2017-09-27,4,peach ice cream,0,0,I used to be crazy over your peach. Another brand had a peach pie flavor and although I loved theirs it was seasonal. You have done some thing to the peach a lot less flavor and it's not the same thickness. I'm about ready to just wait for the other brands seasonal. Thank you but please bring back the flavor and thickness please ty
20_breyers,ukti,2017-07-14,5,Delectable Breyers Peach,1,2,"Breyers Peach ice-cream has excellent, well balanced, natural, refreshing flavor. In my opinion as a true ice-cream enthusiast, it is The Best Ice cream!"
20_breyers,Snowman,2018-07-08,1,Where's the peach,0,0,My wife and I are huge fans of the Breyers natural vanilla...and won't buy another brand ...we saw peach after we made some homemade peach ice cream last summer ...what a huge disapoiment ...no peach flavor at all and deffently doesn't taste like the vinallia ice cream with peaches in it ...
20_breyers,chelsea123456,2019-09-15,5,Sweet & Smooth Peachy Ice-Cream,0,0,"I love peach ice-cream. It's hard to come by, especially on the west coast. This is one of my most favorite peach ice-creams. The flavor is little bit more subtle than other one's I've had, and tastes like peaches and cream candy. The tiny little peach chunks are lovely."
20_breyers,Cntrygrl1224,2017-08-13,5,A taste of summer!,0,0,"I love, love, love BREYERS PEACH ICE CREAM. It's taste reminds me of when we were growing up and Dad made homemade peach ice cream in the handcrank bucket. The natural ingredients and real fresh cream give it that pure simple taste of homemade."
20_breyers,nikkiweg,2019-08-18,5,Favorite ice cream!,0,0,Peaches are not mushy & the perfect sweetness for the vanilla. This ice cream brings back memories of being at the Masters because it tastes exactly like their peach ice cream. It actually makes me sad this isn’t in the grocery store year round!
20_breyers,Rachel4xZ,2020-01-11,3,"IT'S GOOD, BUT ..................",0,0,I want pure peach ice cream with real peach pieces. Not vanilla ice cream with peach pieces. : ( why all these questions just to write a review ?? I said it all in my first 2 sentences above. That's it. That's all.
20_breyers,Spencer,2020-04-28,5,Great stuff,0,0,Not sure where the negativity is coming from in the other posts. This stuff is great. Store shelves in the Charlotte NC area can't seem to keep it on the shelves
20_breyers,MSK440,2020-07-03,5,A Favorite Flavor for Me,0,0,Breyer's version of peach is absolutely my favorite. Plenty of peach in nice size pieces throughout and the peach juice flavors the ice cream just right.
